i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 19.834 seconds, Δt:   1.20, CFL: 2.95e-01
i:    100, t:     311.3 s, ωt:   0.03 (0.00 periods), wall: 34.273 seconds, Δt:   6.76, CFL: 7.20e-01
i:    200, t:    1022.9 s, ωt:   0.10 (0.02 periods), wall: 36.740 seconds, Δt:   9.28, CFL: 7.20e-01
i:    300, t:    1963.6 s, ωt:   0.20 (0.03 periods), wall: 39.218 seconds, Δt:   9.33, CFL: 7.20e-01
i:    400, t:    2863.8 s, ωt:   0.29 (0.05 periods), wall: 41.687 seconds, Δt:   9.00, CFL: 7.20e-01
i:    500, t:    3733.8 s, ωt:   0.37 (0.06 periods), wall: 44.155 seconds, Δt:   8.28, CFL: 7.20e-01
i:    600, t:    4503.8 s, ωt:   0.45 (0.07 periods), wall: 46.629 seconds, Δt:   7.50, CFL: 7.20e-01
i:    700, t:    5205.1 s, ωt:   0.52 (0.08 periods), wall: 49.091 seconds, Δt:   6.76, CFL: 7.20e-01
i:    800, t:    5851.9 s, ωt:   0.59 (0.09 periods), wall: 51.553 seconds, Δt:   6.13, CFL: 7.20e-01
i:    900, t:    6439.0 s, ωt:   0.64 (0.10 periods), wall: 54.019 seconds, Δt:   5.68, CFL: 7.20e-01
i:   1000, t:    6984.1 s, ωt:   0.70 (0.11 periods), wall: 56.491 seconds, Δt:   4.88, CFL: 7.20e-01
i:   1100, t:    7395.7 s, ωt:   0.74 (0.12 periods), wall: 58.943 seconds, Δt:   3.32, CFL: 7.20e-01
i:   1200, t:    7669.9 s, ωt:   0.77 (0.12 periods), wall: 1.023 minutes, Δt:   2.58, CFL: 7.20e-01
i:   1300, t:    7922.8 s, ωt:   0.79 (0.13 periods), wall: 1.064 minutes, Δt:   2.48, CFL: 7.20e-01
i:   1400, t:    8151.4 s, ωt:   0.82 (0.13 periods), wall: 1.105 minutes, Δt:   1.88, CFL: 7.20e-01
i:   1500, t:    8336.0 s, ωt:   0.83 (0.13 periods), wall: 1.146 minutes, Δt:   1.92, CFL: 7.20e-01
i:   1600, t:    8535.2 s, ωt:   0.85 (0.14 periods), wall: 1.187 minutes, Δt:   1.82, CFL: 7.20e-01
i:   1700, t:    8707.7 s, ωt:   0.87 (0.14 periods), wall: 1.228 minutes, Δt:   1.60, CFL: 7.20e-01
i:   1800, t:    8871.4 s, ωt:   0.89 (0.14 periods), wall: 1.269 minutes, Δt:   1.80, CFL: 7.20e-01
i:   1900, t:    9037.6 s, ωt:   0.90 (0.14 periods), wall: 1.310 minutes, Δt:   1.72, CFL: 7.20e-01
i:   2000, t:    9215.1 s, ωt:   0.92 (0.15 periods), wall: 1.351 minutes, Δt:   1.45, CFL: 7.20e-01
i:   2100, t:    9370.7 s, ωt:   0.94 (0.15 periods), wall: 1.392 minutes, Δt:   1.77, CFL: 7.20e-01
i:   2200, t:    9540.1 s, ωt:   0.95 (0.15 periods), wall: 1.433 minutes, Δt:   1.68, CFL: 7.20e-01
i:   2300, t:    9703.3 s, ωt:   0.97 (0.15 periods), wall: 1.474 minutes, Δt:   1.60, CFL: 7.20e-01
i:   2400, t:    9868.0 s, ωt:   0.99 (0.16 periods), wall: 1.515 minutes, Δt:   1.40, CFL: 7.20e-01
i:   2500, t:   10027.2 s, ωt:   1.00 (0.16 periods), wall: 1.556 minutes, Δt:   1.48, CFL: 7.20e-01
i:   2600, t:   10191.9 s, ωt:   1.02 (0.16 periods), wall: 1.597 minutes, Δt:   1.60, CFL: 7.20e-01
i:   2700, t:   10335.8 s, ωt:   1.03 (0.16 periods), wall: 1.638 minutes, Δt:   1.46, CFL: 7.20e-01
i:   2800, t:   10489.2 s, ωt:   1.05 (0.17 periods), wall: 1.679 minutes, Δt:   1.52, CFL: 7.20e-01
i:   2900, t:   10643.8 s, ωt:   1.06 (0.17 periods), wall: 1.720 minutes, Δt:   1.39, CFL: 7.20e-01
i:   3000, t:   10795.9 s, ωt:   1.08 (0.17 periods), wall: 1.761 minutes, Δt:   1.75, CFL: 7.20e-01
i:   3100, t:   10952.8 s, ωt:   1.10 (0.17 periods), wall: 1.801 minutes, Δt:   1.54, CFL: 7.20e-01
i:   3200, t:   11107.8 s, ωt:   1.11 (0.18 periods), wall: 1.842 minutes, Δt:   1.53, CFL: 7.20e-01
i:   3300, t:   11266.5 s, ωt:   1.13 (0.18 periods), wall: 1.883 minutes, Δt:   1.51, CFL: 7.20e-01
i:   3400, t:   11415.4 s, ωt:   1.14 (0.18 periods), wall: 1.924 minutes, Δt:   1.37, CFL: 7.20e-01
i:   3500, t:   11558.3 s, ωt:   1.16 (0.18 periods), wall: 1.965 minutes, Δt:   1.47, CFL: 7.20e-01
i:   3600, t:   11716.1 s, ωt:   1.17 (0.19 periods), wall: 2.006 minutes, Δt:   1.44, CFL: 7.20e-01
i:   3700, t:   11860.6 s, ωt:   1.19 (0.19 periods), wall: 2.047 minutes, Δt:   1.67, CFL: 7.20e-01
i:   3800, t:   12021.2 s, ωt:   1.20 (0.19 periods), wall: 2.088 minutes, Δt:   1.56, CFL: 7.20e-01
i:   3900, t:   12177.2 s, ωt:   1.22 (0.19 periods), wall: 2.129 minutes, Δt:   1.44, CFL: 7.20e-01
i:   4000, t:   12330.9 s, ωt:   1.23 (0.20 periods), wall: 2.170 minutes, Δt:   1.39, CFL: 7.20e-01
i:   4100, t:   12455.8 s, ωt:   1.25 (0.20 periods), wall: 2.211 minutes, Δt:   1.49, CFL: 7.20e-01
i:   4200, t:   12597.6 s, ωt:   1.26 (0.20 periods), wall: 2.252 minutes, Δt:   1.33, CFL: 7.20e-01
i:   4300, t:   12741.7 s, ωt:   1.27 (0.20 periods), wall: 2.293 minutes, Δt:   1.68, CFL: 7.20e-01
i:   4400, t:   12894.2 s, ωt:   1.29 (0.21 periods), wall: 2.334 minutes, Δt:   1.42, CFL: 7.20e-01
i:   4500, t:   13039.1 s, ωt:   1.30 (0.21 periods), wall: 2.375 minutes, Δt:   1.33, CFL: 7.20e-01
i:   4600, t:   13179.1 s, ωt:   1.32 (0.21 periods), wall: 2.416 minutes, Δt:   1.47, CFL: 7.20e-01
i:   4700, t:   13327.5 s, ωt:   1.33 (0.21 periods), wall: 2.457 minutes, Δt:   1.54, CFL: 7.20e-01
i:   4800, t:   13473.0 s, ωt:   1.35 (0.21 periods), wall: 2.498 minutes, Δt:   1.47, CFL: 7.20e-01
i:   4900, t:   13606.4 s, ωt:   1.36 (0.22 periods), wall: 2.539 minutes, Δt:   1.39, CFL: 7.20e-01
i:   5000, t:   13760.0 s, ωt:   1.38 (0.22 periods), wall: 2.580 minutes, Δt:   1.49, CFL: 7.20e-01
i:   5100, t:   13898.5 s, ωt:   1.39 (0.22 periods), wall: 2.620 minutes, Δt:   1.54, CFL: 7.20e-01
i:   5200, t:   14049.1 s, ωt:   1.40 (0.22 periods), wall: 2.661 minutes, Δt:   1.37, CFL: 7.20e-01
i:   5300, t:   14187.0 s, ωt:   1.42 (0.23 periods), wall: 2.702 minutes, Δt:   1.50, CFL: 7.20e-01
i:   5400, t:   14330.3 s, ωt:   1.43 (0.23 periods), wall: 2.743 minutes, Δt:   1.47, CFL: 7.20e-01
i:   5500, t:   14465.6 s, ωt:   1.45 (0.23 periods), wall: 2.785 minutes, Δt:   1.26, CFL: 7.20e-01
i:   5600, t:   14596.0 s, ωt:   1.46 (0.23 periods), wall: 2.826 minutes, Δt:   1.26, CFL: 7.20e-01
i:   5700, t:   14733.5 s, ωt:   1.47 (0.23 periods), wall: 2.866 minutes, Δt:   1.44, CFL: 7.20e-01
i:   5800, t:   14870.5 s, ωt:   1.49 (0.24 periods), wall: 2.907 minutes, Δt:   1.21, CFL: 7.20e-01
i:   5900, t:   15007.6 s, ωt:   1.50 (0.24 periods), wall: 2.948 minutes, Δt:   1.26, CFL: 7.20e-01
i:   6000, t:   15155.1 s, ωt:   1.52 (0.24 periods), wall: 2.989 minutes, Δt:   1.35, CFL: 7.20e-01
