i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 11.027 seconds, Δt:   1.20, CFL: 1.47e-01
i:    100, t:     305.1 s, ωt:   0.03 (0.00 periods), wall: 22.004 seconds, Δt:   5.48, CFL: 7.20e-01
i:    200, t:     817.9 s, ωt:   0.08 (0.01 periods), wall: 24.490 seconds, Δt:   4.79, CFL: 7.20e-01
i:    300, t:    1285.0 s, ωt:   0.13 (0.02 periods), wall: 26.995 seconds, Δt:   4.55, CFL: 7.20e-01
i:    400, t:    1757.1 s, ωt:   0.18 (0.03 periods), wall: 29.525 seconds, Δt:   4.90, CFL: 7.20e-01
i:    500, t:    2215.4 s, ωt:   0.22 (0.04 periods), wall: 32.092 seconds, Δt:   3.71, CFL: 7.20e-01
i:    600, t:    2582.1 s, ωt:   0.26 (0.04 periods), wall: 34.655 seconds, Δt:   3.68, CFL: 7.20e-01
i:    700, t:    2976.4 s, ωt:   0.30 (0.05 periods), wall: 37.215 seconds, Δt:   3.54, CFL: 7.20e-01
i:    800, t:    3342.7 s, ωt:   0.33 (0.05 periods), wall: 39.785 seconds, Δt:   3.45, CFL: 7.20e-01
i:    900, t:    3670.6 s, ωt:   0.37 (0.06 periods), wall: 42.343 seconds, Δt:   3.23, CFL: 7.20e-01
i:   1000, t:    3987.7 s, ωt:   0.40 (0.06 periods), wall: 44.911 seconds, Δt:   2.98, CFL: 7.20e-01
i:   1100, t:    4280.8 s, ωt:   0.43 (0.07 periods), wall: 47.471 seconds, Δt:   3.10, CFL: 7.20e-01
i:   1200, t:    4595.7 s, ωt:   0.46 (0.07 periods), wall: 50.037 seconds, Δt:   2.95, CFL: 7.20e-01
i:   1300, t:    4871.4 s, ωt:   0.49 (0.08 periods), wall: 52.605 seconds, Δt:   2.70, CFL: 7.20e-01
i:   1400, t:    5126.9 s, ωt:   0.51 (0.08 periods), wall: 55.165 seconds, Δt:   2.36, CFL: 7.20e-01
i:   1500, t:    5375.1 s, ωt:   0.54 (0.09 periods), wall: 57.733 seconds, Δt:   2.45, CFL: 7.20e-01
i:   1600, t:    5598.2 s, ωt:   0.56 (0.09 periods), wall: 1.005 minutes, Δt:   2.15, CFL: 7.20e-01
i:   1700, t:    5819.0 s, ωt:   0.58 (0.09 periods), wall: 1.048 minutes, Δt:   2.22, CFL: 7.20e-01
i:   1800, t:    6037.8 s, ωt:   0.60 (0.10 periods), wall: 1.090 minutes, Δt:   2.25, CFL: 7.20e-01
i:   1900, t:    6233.8 s, ωt:   0.62 (0.10 periods), wall: 1.133 minutes, Δt:   1.90, CFL: 7.20e-01
i:   2000, t:    6412.3 s, ωt:   0.64 (0.10 periods), wall: 1.176 minutes, Δt:   1.78, CFL: 7.20e-01
i:   2100, t:    6603.1 s, ωt:   0.66 (0.11 periods), wall: 1.218 minutes, Δt:   1.92, CFL: 7.20e-01
i:   2200, t:    6808.1 s, ωt:   0.68 (0.11 periods), wall: 1.261 minutes, Δt:   1.98, CFL: 7.20e-01
i:   2300, t:    7011.3 s, ωt:   0.70 (0.11 periods), wall: 1.304 minutes, Δt:   2.10, CFL: 7.20e-01
i:   2400, t:    7200.5 s, ωt:   0.72 (0.11 periods), wall: 1.346 minutes, Δt:   1.86, CFL: 7.20e-01
i:   2500, t:    7384.0 s, ωt:   0.74 (0.12 periods), wall: 1.389 minutes, Δt:   1.76, CFL: 7.20e-01
i:   2600, t:    7569.9 s, ωt:   0.76 (0.12 periods), wall: 1.432 minutes, Δt:   1.95, CFL: 7.20e-01
i:   2700, t:    7739.5 s, ωt:   0.77 (0.12 periods), wall: 1.475 minutes, Δt:   1.58, CFL: 7.20e-01
i:   2800, t:    7923.3 s, ωt:   0.79 (0.13 periods), wall: 1.517 minutes, Δt:   1.82, CFL: 7.20e-01
