
==============================================================================
==== 2026-08-18 13:54:38  Tidal3D.jl sqrtRi1
==== FIELDS3D=0  LIGHT_OUTPUT=1  MOMENTS=1  N_PERIODS=8  PROFILE=4  SPINUP_FILE=outputs/spinup_100x100x300_drag/TidalBL3D_spinup_100x100x300_drag_fields.jld2  T_STRAT=10
==============================================================================
i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 36.968 seconds, Δt:   1.20, CFL: 8.33e-02
i:    100, t:     311.5 s, ωt:   0.03 (0.00 periods), wall: 1.533 minutes, Δt:   7.43, CFL: 3.30e-01
i:    200, t:    1564.6 s, ωt:   0.16 (0.02 periods), wall: 1.565 minutes, Δt:  12.19, CFL: 9.00e-01
i:    300, t:    2556.7 s, ωt:   0.26 (0.04 periods), wall: 1.598 minutes, Δt:   8.41, CFL: 9.00e-01
i:    400, t:    3294.6 s, ωt:   0.33 (0.05 periods), wall: 1.629 minutes, Δt:   6.75, CFL: 9.00e-01
i:    500, t:    3911.8 s, ωt:   0.39 (0.06 periods), wall: 1.660 minutes, Δt:   5.77, CFL: 9.00e-01
i:    600, t:    4450.1 s, ωt:   0.45 (0.07 periods), wall: 1.690 minutes, Δt:   5.14, CFL: 9.00e-01
i:    700, t:    4937.6 s, ωt:   0.49 (0.08 periods), wall: 1.719 minutes, Δt:   4.67, CFL: 9.00e-01
i:    800, t:    5384.3 s, ωt:   0.54 (0.09 periods), wall: 1.749 minutes, Δt:   4.32, CFL: 9.00e-01
i:    900, t:    5802.8 s, ωt:   0.58 (0.09 periods), wall: 1.779 minutes, Δt:   4.05, CFL: 9.00e-01
i:   1000, t:    6195.4 s, ωt:   0.62 (0.10 periods), wall: 1.808 minutes, Δt:   3.83, CFL: 9.00e-01
i:   1100, t:    6562.6 s, ωt:   0.66 (0.10 periods), wall: 1.837 minutes, Δt:   3.65, CFL: 9.00e-01
i:   1200, t:    6918.5 s, ωt:   0.69 (0.11 periods), wall: 1.868 minutes, Δt:   3.49, CFL: 9.00e-01
i:   1300, t:    7259.4 s, ωt:   0.73 (0.12 periods), wall: 1.896 minutes, Δt:   3.36, CFL: 9.00e-01
i:   1400, t:    7588.7 s, ωt:   0.76 (0.12 periods), wall: 1.934 minutes, Δt:   3.24, CFL: 9.00e-01
i:   1500, t:    7907.6 s, ωt:   0.79 (0.13 periods), wall: 1.962 minutes, Δt:   3.14, CFL: 9.00e-01
i:   1600, t:    8217.1 s, ωt:   0.82 (0.13 periods), wall: 1.992 minutes, Δt:   3.05, CFL: 9.00e-01
i:   1700, t:    8518.0 s, ωt:   0.85 (0.14 periods), wall: 2.020 minutes, Δt:   2.97, CFL: 9.00e-01
i:   1800, t:    8811.0 s, ωt:   0.88 (0.14 periods), wall: 2.050 minutes, Δt:   2.90, CFL: 9.00e-01
i:   1900, t:    9097.7 s, ωt:   0.91 (0.14 periods), wall: 2.077 minutes, Δt:   2.83, CFL: 9.00e-01
i:   2000, t:    9377.1 s, ωt:   0.94 (0.15 periods), wall: 2.106 minutes, Δt:   2.77, CFL: 9.00e-01
i:   2100, t:    9647.2 s, ωt:   0.96 (0.15 periods), wall: 2.135 minutes, Δt:   2.72, CFL: 9.00e-01
i:   2200, t:    9916.6 s, ωt:   0.99 (0.16 periods), wall: 2.164 minutes, Δt:   2.67, CFL: 9.00e-01
i:   2300, t:   10179.9 s, ωt:   1.02 (0.16 periods), wall: 2.194 minutes, Δt:   2.63, CFL: 9.00e-01
i:   2400, t:   10440.0 s, ωt:   1.04 (0.17 periods), wall: 2.224 minutes, Δt:   2.59, CFL: 9.00e-01
i:   2500, t:   10696.8 s, ωt:   1.07 (0.17 periods), wall: 2.255 minutes, Δt:   2.55, CFL: 9.00e-01
i:   2600, t:   10950.4 s, ωt:   1.10 (0.17 periods), wall: 2.282 minutes, Δt:   2.52, CFL: 9.00e-01
i:   2700, t:   11200.7 s, ωt:   1.12 (0.18 periods), wall: 2.310 minutes, Δt:   2.49, CFL: 9.00e-01
i:   2800, t:   11448.0 s, ωt:   1.14 (0.18 periods), wall: 2.338 minutes, Δt:   2.46, CFL: 9.00e-01
i:   2900, t:   11692.2 s, ωt:   1.17 (0.19 periods), wall: 2.367 minutes, Δt:   2.43, CFL: 9.00e-01
i:   3000, t:   11934.5 s, ωt:   1.19 (0.19 periods), wall: 2.394 minutes, Δt:   2.41, CFL: 9.00e-01
i:   3100, t:   12173.3 s, ωt:   1.22 (0.19 periods), wall: 2.422 minutes, Δt:   2.39, CFL: 9.00e-01
i:   3200, t:   12409.0 s, ωt:   1.24 (0.20 periods), wall: 2.450 minutes, Δt:   2.37, CFL: 9.00e-01
i:   3300, t:   12641.7 s, ωt:   1.26 (0.20 periods), wall: 2.479 minutes, Δt:   2.35, CFL: 9.00e-01
i:   3400, t:   12876.0 s, ωt:   1.29 (0.20 periods), wall: 2.506 minutes, Δt:   2.33, CFL: 9.00e-01
i:   3500, t:   13108.6 s, ωt:   1.31 (0.21 periods), wall: 2.534 minutes, Δt:   2.32, CFL: 9.00e-01
i:   3600, t:   13337.9 s, ωt:   1.33 (0.21 periods), wall: 2.563 minutes, Δt:   2.31, CFL: 9.00e-01
i:   3700, t:   13566.2 s, ωt:   1.36 (0.22 periods), wall: 2.593 minutes, Δt:   2.29, CFL: 9.00e-01
i:   3800, t:   13794.3 s, ωt:   1.38 (0.22 periods), wall: 2.620 minutes, Δt:   2.27, CFL: 9.00e-01
i:   3900, t:   14019.7 s, ωt:   1.40 (0.22 periods), wall: 2.649 minutes, Δt:   2.20, CFL: 9.00e-01
i:   4000, t:   14177.9 s, ωt:   1.42 (0.23 periods), wall: 2.678 minutes, Δt:   1.31, CFL: 9.00e-01
i:   4100, t:   14283.3 s, ωt:   1.43 (0.23 periods), wall: 2.705 minutes, Δt:   0.83, CFL: 9.00e-01
i:   4200, t:   14361.6 s, ωt:   1.44 (0.23 periods), wall: 2.732 minutes, Δt:   0.82, CFL: 9.00e-01
i:   4300, t:   14427.1 s, ωt:   1.44 (0.23 periods), wall: 2.759 minutes, Δt:   0.58, CFL: 9.00e-01
i:   4400, t:   14498.2 s, ωt:   1.45 (0.23 periods), wall: 2.788 minutes, Δt:   0.75, CFL: 9.00e-01
i:   4500, t:   14570.4 s, ωt:   1.46 (0.23 periods), wall: 2.815 minutes, Δt:   0.66, CFL: 9.00e-01
i:   4600, t:   14641.2 s, ωt:   1.46 (0.23 periods), wall: 2.842 minutes, Δt:   0.66, CFL: 9.00e-01
i:   4700, t:   14708.6 s, ωt:   1.47 (0.23 periods), wall: 2.869 minutes, Δt:   0.70, CFL: 9.00e-01
i:   4800, t:   14776.2 s, ωt:   1.48 (0.24 periods), wall: 2.910 minutes, Δt:   0.67, CFL: 9.00e-01
i:   4900, t:   14841.3 s, ωt:   1.48 (0.24 periods), wall: 2.937 minutes, Δt:   0.67, CFL: 9.00e-01
i:   5000, t:   14907.6 s, ωt:   1.49 (0.24 periods), wall: 2.965 minutes, Δt:   0.70, CFL: 9.00e-01
i:   5100, t:   14975.5 s, ωt:   1.50 (0.24 periods), wall: 2.992 minutes, Δt:   0.78, CFL: 9.00e-01
i:   5200, t:   15045.8 s, ωt:   1.50 (0.24 periods), wall: 3.019 minutes, Δt:   0.75, CFL: 9.00e-01
i:   5300, t:   15116.4 s, ωt:   1.51 (0.24 periods), wall: 3.047 minutes, Δt:   0.67, CFL: 9.00e-01
i:   5400, t:   15179.6 s, ωt:   1.52 (0.24 periods), wall: 3.074 minutes, Δt:   0.66, CFL: 9.00e-01
i:   5500, t:   15244.6 s, ωt:   1.52 (0.24 periods), wall: 3.101 minutes, Δt:   0.61, CFL: 9.00e-01
i:   5600, t:   15305.9 s, ωt:   1.53 (0.24 periods), wall: 3.128 minutes, Δt:   0.68, CFL: 9.00e-01
i:   5700, t:   15373.7 s, ωt:   1.54 (0.24 periods), wall: 3.155 minutes, Δt:   0.64, CFL: 9.00e-01
i:   5800, t:   15437.1 s, ωt:   1.54 (0.25 periods), wall: 3.184 minutes, Δt:   0.76, CFL: 8.92e-01
i:   5900, t:   15509.3 s, ωt:   1.55 (0.25 periods), wall: 3.211 minutes, Δt:   0.69, CFL: 9.00e-01
i:   6000, t:   15576.8 s, ωt:   1.56 (0.25 periods), wall: 3.238 minutes, Δt:   0.67, CFL: 9.00e-01
i:   6100, t:   15649.3 s, ωt:   1.56 (0.25 periods), wall: 3.265 minutes, Δt:   0.72, CFL: 9.00e-01
i:   6200, t:   15719.6 s, ωt:   1.57 (0.25 periods), wall: 3.293 minutes, Δt:   0.72, CFL: 9.00e-01
i:   6300, t:   15787.6 s, ωt:   1.58 (0.25 periods), wall: 3.320 minutes, Δt:   0.67, CFL: 9.00e-01
i:   6400, t:   15858.3 s, ωt:   1.59 (0.25 periods), wall: 3.347 minutes, Δt:   0.78, CFL: 9.00e-01
i:   6500, t:   15932.6 s, ωt:   1.59 (0.25 periods), wall: 3.374 minutes, Δt:   0.75, CFL: 9.00e-01
i:   6600, t:   16005.9 s, ωt:   1.60 (0.25 periods), wall: 3.401 minutes, Δt:   0.74, CFL: 9.00e-01
i:   6700, t:   16077.8 s, ωt:   1.61 (0.26 periods), wall: 3.431 minutes, Δt:   0.79, CFL: 9.00e-01
i:   6800, t:   16156.2 s, ωt:   1.62 (0.26 periods), wall: 3.458 minutes, Δt:   0.82, CFL: 9.00e-01
i:   6900, t:   16236.6 s, ωt:   1.62 (0.26 periods), wall: 3.485 minutes, Δt:   0.91, CFL: 9.00e-01
i:   7000, t:   16319.2 s, ωt:   1.63 (0.26 periods), wall: 3.512 minutes, Δt:   0.82, CFL: 9.00e-01
i:   7100, t:   16403.6 s, ωt:   1.64 (0.26 periods), wall: 3.540 minutes, Δt:   0.82, CFL: 9.00e-01
i:   7200, t:   16488.6 s, ωt:   1.65 (0.26 periods), wall: 3.567 minutes, Δt:   0.81, CFL: 9.00e-01
i:   7300, t:   16572.6 s, ωt:   1.66 (0.26 periods), wall: 3.594 minutes, Δt:   0.79, CFL: 9.00e-01
i:   7400, t:   16652.3 s, ωt:   1.67 (0.27 periods), wall: 3.623 minutes, Δt:   0.92, CFL: 9.00e-01
i:   7500, t:   16742.8 s, ωt:   1.67 (0.27 periods), wall: 3.650 minutes, Δt:   0.97, CFL: 9.00e-01
i:   7600, t:   16830.2 s, ωt:   1.68 (0.27 periods), wall: 3.677 minutes, Δt:   0.88, CFL: 9.00e-01
i:   7700, t:   16918.2 s, ωt:   1.69 (0.27 periods), wall: 3.704 minutes, Δt:   0.96, CFL: 9.00e-01
i:   7800, t:   17011.2 s, ωt:   1.70 (0.27 periods), wall: 3.732 minutes, Δt:   0.90, CFL: 9.00e-01
i:   7900, t:   17098.4 s, ωt:   1.71 (0.27 periods), wall: 3.759 minutes, Δt:   0.87, CFL: 9.00e-01
i:   8000, t:   17188.3 s, ωt:   1.72 (0.27 periods), wall: 3.786 minutes, Δt:   0.84, CFL: 9.00e-01
i:   8100, t:   17278.4 s, ωt:   1.73 (0.27 periods), wall: 3.813 minutes, Δt:   0.98, CFL: 9.00e-01
i:   8200, t:   17364.7 s, ωt:   1.74 (0.28 periods), wall: 3.842 minutes, Δt:   0.76, CFL: 9.00e-01
i:   8300, t:   17452.1 s, ωt:   1.75 (0.28 periods), wall: 3.869 minutes, Δt:   0.87, CFL: 9.00e-01
i:   8400, t:   17544.4 s, ωt:   1.75 (0.28 periods), wall: 3.896 minutes, Δt:   0.89, CFL: 9.00e-01
i:   8500, t:   17631.3 s, ωt:   1.76 (0.28 periods), wall: 3.925 minutes, Δt:   0.91, CFL: 9.00e-01
i:   8600, t:   17721.4 s, ωt:   1.77 (0.28 periods), wall: 3.952 minutes, Δt:   0.74, CFL: 9.00e-01
i:   8700, t:   17802.8 s, ωt:   1.78 (0.28 periods), wall: 3.979 minutes, Δt:   0.83, CFL: 9.00e-01
i:   8800, t:   17890.0 s, ωt:   1.79 (0.28 periods), wall: 4.006 minutes, Δt:   0.82, CFL: 9.00e-01
i:   8900, t:   17968.9 s, ωt:   1.80 (0.29 periods), wall: 4.035 minutes, Δt:   0.87, CFL: 9.00e-01
i:   9000, t:   18056.7 s, ωt:   1.81 (0.29 periods), wall: 4.062 minutes, Δt:   0.86, CFL: 9.00e-01
i:   9100, t:   18144.7 s, ωt:   1.81 (0.29 periods), wall: 4.089 minutes, Δt:   0.84, CFL: 9.00e-01
i:   9200, t:   18225.4 s, ωt:   1.82 (0.29 periods), wall: 4.117 minutes, Δt:   0.84, CFL: 9.00e-01
i:   9300, t:   18312.9 s, ωt:   1.83 (0.29 periods), wall: 4.144 minutes, Δt:   0.89, CFL: 9.00e-01
i:   9400, t:   18405.5 s, ωt:   1.84 (0.29 periods), wall: 4.171 minutes, Δt:   1.02, CFL: 9.00e-01
i:   9500, t:   18494.9 s, ωt:   1.85 (0.29 periods), wall: 4.198 minutes, Δt:   0.91, CFL: 9.00e-01
i:   9600, t:   18591.6 s, ωt:   1.86 (0.30 periods), wall: 4.227 minutes, Δt:   0.84, CFL: 9.00e-01
i:   9700, t:   18677.6 s, ωt:   1.87 (0.30 periods), wall: 4.254 minutes, Δt:   1.01, CFL: 9.00e-01
i:   9800, t:   18771.9 s, ωt:   1.88 (0.30 periods), wall: 4.281 minutes, Δt:   0.87, CFL: 9.00e-01
i:   9900, t:   18866.2 s, ωt:   1.89 (0.30 periods), wall: 4.310 minutes, Δt:   0.91, CFL: 9.00e-01
i:  10000, t:   18959.7 s, ωt:   1.90 (0.30 periods), wall: 4.337 minutes, Δt:   0.93, CFL: 9.00e-01
i:  10100, t:   19054.7 s, ωt:   1.91 (0.30 periods), wall: 4.363 minutes, Δt:   0.87, CFL: 9.00e-01
i:  10200, t:   19148.2 s, ωt:   1.91 (0.30 periods), wall: 4.390 minutes, Δt:   0.96, CFL: 9.00e-01
i:  10300, t:   19242.2 s, ωt:   1.92 (0.31 periods), wall: 4.419 minutes, Δt:   0.86, CFL: 9.00e-01
i:  10400, t:   19337.9 s, ωt:   1.93 (0.31 periods), wall: 4.446 minutes, Δt:   0.87, CFL: 9.00e-01
i:  10500, t:   19422.1 s, ωt:   1.94 (0.31 periods), wall: 4.473 minutes, Δt:   0.98, CFL: 9.00e-01
i:  10600, t:   19515.9 s, ωt:   1.95 (0.31 periods), wall: 4.502 minutes, Δt:   0.92, CFL: 9.00e-01
i:  10700, t:   19611.9 s, ωt:   1.96 (0.31 periods), wall: 4.529 minutes, Δt:   1.00, CFL: 9.00e-01
i:  10800, t:   19709.8 s, ωt:   1.97 (0.31 periods), wall: 4.556 minutes, Δt:   0.87, CFL: 9.00e-01
i:  10900, t:   19800.1 s, ωt:   1.98 (0.32 periods), wall: 4.585 minutes, Δt:   0.74, CFL: 9.00e-01
i:  11000, t:   19892.9 s, ωt:   1.99 (0.32 periods), wall: 4.612 minutes, Δt:   0.98, CFL: 9.00e-01
i:  11100, t:   19988.9 s, ωt:   2.00 (0.32 periods), wall: 4.639 minutes, Δt:   1.13, CFL: 9.00e-01
i:  11200, t:   20087.0 s, ωt:   2.01 (0.32 periods), wall: 4.666 minutes, Δt:   0.98, CFL: 9.00e-01
i:  11300, t:   20177.1 s, ωt:   2.02 (0.32 periods), wall: 4.695 minutes, Δt:   0.82, CFL: 9.00e-01
i:  11400, t:   20273.9 s, ωt:   2.03 (0.32 periods), wall: 4.722 minutes, Δt:   0.92, CFL: 9.00e-01
